Customer ID,Sum of Sales,Sum of Quantity
17101,฿2507.05,1175
17102,฿25.5,2
17103,฿424.3,471
17104,฿474.03,149
17105,฿665.78,693
17106,฿491.23,156
17107,฿15616.82,7232
17108,฿174.95,31
17109,฿1280.1,773
17110,฿510.7,142
17111,฿476.58,601
17112,฿205.17,134
17113,฿2109.16,816
17114,฿747.22,210
17115,฿2616.29,865
17116,฿389.78,392
17117,฿116.2,68
17118,฿157.02,154
17119,฿593.61,327
17120,฿307.46,120
17121,฿314.74,106
17122,฿570.5,368
17123,฿977.17,676
17124,฿298.89,130
17125,฿259.35,291
17126,฿2057.54,1466
17127,฿1155.03,340
17128,฿157.09,76
17129,฿31.85,5
17130,-฿18.38,-1
17131,฿2463.17,983
17132,฿1272.8,980
17133,฿12972.09,9019
17134,฿637.1,148
17135,฿1943.24,1896
17136,฿231.68,256
17137,฿1133.63,697
17138,฿4417.27,2024
17139,฿19491.61,9839
17140,฿465.32,302
17141,฿754.33,436
17142,฿1283.75,323
17143,฿924.11,330
17144,฿984.57,483
17145,฿3014.64,2563
17146,฿5795.99,2176
17147,฿3069.15,1295
17148,฿124.88,82
17149,฿143.1,18
17150,฿1375.65,403
17151,฿231.9,42
17152,฿1830.5,537
17153,฿213.78,104
17154,฿329.34,490
17155,฿892.46,987
17156,฿572.07,385
17157,฿5139.45,2089
17158,฿1962.3,1143
17159,฿2095.44,1347
17160,฿10201.36,8386
17161,฿856.01,537
17162,฿1707.21,1000
17163,฿699.78,531
17164,฿2466.4,1500
17165,฿1783.63,785
17166,฿189.49,75
17167,฿867.11,429
17168,฿400.2,220
17169,฿1129.88,659
17170,฿118.98,146
17171,฿384.59,225
17172,฿910.99,1198
17173,฿3755.65,1121
17174,฿59.9,41
17175,฿1430.94,865
17176,฿902.32,576
17177,฿119.5,40
17178,฿436.71,101
17179,฿1507.26,625
17180,฿2236.33,1822
17181,฿465.37,484
17182,฿321.3,54
17183,฿3286.91,1264
17184,฿198.41,73
17185,฿229.46,119
17186,฿144,200
17187,฿467.71,426
17188,฿4361.83,2535
17189,฿957.63,604
17190,฿1548.04,2224
17191,฿4810.55,2534
17192,฿77.83,46
17193,฿2254.6,1616
17194,฿812.5,420
17195,฿562.98,486
17196,฿352.9,168
17197,฿1013.01,191
17198,฿1213.88,599
17199,฿145.12,304
17200,฿356.71,367
17201,฿1226.44,1051
17202,฿160.65,55
17203,฿5575.88,4606
17204,฿5263.69,2591
17205,฿999.35,2214
17206,฿204.24,76
17207,฿303.22,241
17208,฿115.35,103
17209,฿611.6,731
17210,฿253.37,243
17211,฿4002.1,2328
17212,฿794.41,727
17213,฿5078.93,2157
17214,฿984.12,275
17215,฿186.15,104
17216,฿65.05,22
17217,฿218,95
17218,฿4192.68,2200
17219,฿259.13,188
17220,฿4481.75,2699
17221,฿978.52,715
17222,฿1605.01,863
17223,฿873.53,222
17224,฿100.86,65
17225,฿131.15,36
17226,฿900.12,855
17227,฿2022.03,1774
17228,฿3177.24,2568
17229,฿318.76,185
17230,฿9695.91,3799
17231,฿7091.07,3720
17232,฿421.52,203
17233,฿560.86,298
17234,฿149.89,55
17235,฿1904.88,971
17236,฿1929.26,804
17237,฿1002.08,415
17238,฿7783.1,3720
17239,฿1174.15,513
17240,฿130.6,108
17241,฿2744.14,865
17242,฿2889.28,1459
17243,฿20709.21,8171
17244,฿1826.04,1419
17245,฿371.63,307
17246,฿38.92,36
17247,฿282.19,106
17248,฿546.16,292
17249,฿68.03,79
17250,฿384.52,168
17251,฿803.73,377
17252,฿353.86,193
17253,฿178.26,43
17254,฿470.73,398
17255,฿799.13,594
17256,฿498.93,299
17257,฿192.73,188
17258,฿417.3,188
17259,฿1889.34,1158
17260,฿120.95,23
17261,฿230.44,98
17262,฿2757.62,709
17263,฿63.44,36
17264,฿279.59,227
17265,฿562.9,394
17266,฿517.73,252
17267,฿317.62,159
17268,฿1733.89,1395
17269,฿537.46,336
17270,฿604.4,421
17271,฿210.39,117
17272,฿2144.53,1776
17273,฿141.12,133
17274,฿577.38,273
17275,฿114.52,72
17276,฿451.34,184
17277,฿1065.35,430
17278,฿271.24,195
17279,฿187.83,48
17280,฿118.86,74
17281,฿797.85,295
17282,฿2339.66,2351
17283,฿188.46,179
17284,฿2328.22,2067
17285,฿428.34,140
17286,฿395.48,371
17287,฿4095.71,2097
17288,฿2499.98,1706
17289,฿2069.89,1258
17290,฿1501.44,1147
17291,฿550.8,72
17292,฿271.75,131
17293,฿3774.23,2234
17294,฿467.79,297
17295,฿556.95,294
17296,฿338.13,216
17297,฿131.78,67
17298,฿952.52,842
17299,฿1016.08,934
17300,฿393.64,467
17301,฿330.43,229
17302,฿1119.93,573
17303,฿250.04,144
17304,฿111.5,73
17305,฿2135.46,1006
17306,฿9751.77,13726
17307,฿3225.67,3089
17308,฿4511.76,5148
17309,฿330.59,193
17310,฿1025.1,402
17311,฿3490.66,2709
17312,฿644.3,372
17313,฿2288.13,1382
17314,฿4514.7,3225
17315,฿9558.55,5091
17316,฿124.45,44
17317,฿2524.02,1074
17318,฿164.28,60
17319,฿29.1,14
17320,฿2895.77,1392
17321,฿1741.18,817
17322,฿900.64,624
17323,฿1553.51,1436
17324,฿2148.87,1501
17325,฿609.57,465
17326,฿321.95,140
17327,฿152.35,59
17328,฿104.7,86
17329,฿1004.43,432
17330,฿423.8,122
17331,฿175.2,16
17332,฿838.27,794
17333,฿494.25,375
17334,฿634.73,565
17335,฿508,216
17336,฿81.12,48
17337,฿1944.32,1240
17338,฿12036.57,5863
17339,฿303.36,168
17340,฿21411.64,11093
17341,฿1889.83,1169
17342,฿1155.84,499
17343,฿1259.94,454
17344,฿454.61,211
17345,฿1484.38,1954
17346,฿5258.02,3635
17347,฿228.96,216
17348,฿2476.41,2793
17349,฿852.25,840
17350,฿1876.161,1180
17351,฿1988.23,383
17352,฿36.25,15
17353,฿3155.55,2136
17354,฿3143.46,2535
17355,฿285.11,257
17356,฿946.47,925
17357,฿388.14,153
17358,฿866.05,442
17359,฿284.46,237
17360,฿1201.43,635
17361,฿880.64,383
17362,฿1010.54,547
17363,฿940.86,523
17364,฿11684.55,7490
17365,฿8205.83,8053
17366,฿1094.59,509
17367,฿168.4,150
17368,฿2213.24,1627
17369,฿979.2,1152
17370,฿446.18,540
17371,฿662.55,283
17372,฿4325.43,1827
17373,฿1167.5,738
17374,฿711.21,153
17375,฿632.95,474
17376,฿453.64,244
17377,฿17851.41,7540
17378,฿0,0
17379,฿404.66,663
17380,฿643.75,251
17381,฿39999.19,45764
17382,฿902.28,457
17383,฿309.99,162
17384,฿507.55,121
17385,฿261.11,201
17386,฿2812.77,1955
17387,฿784.11,542
17388,฿2691.57,2567
17389,฿54587.03,17520
17390,฿149.3,49
17391,฿508.8,480
17392,฿626.56,493
17393,฿381.15,238
17394,฿203.87,241
17395,฿97.5,66
17396,฿8529.6,2325
17397,฿1233.18,697
17398,฿653.38,310
17399,-฿25111.09,-1
17400,฿4677.05,2199
17401,฿114.85,34
17402,฿5047.08,1567
17403,฿400.57,194
17404,฿46006.82,50005
17405,฿967.22,705
17406,฿4592.1,2104
17407,฿552.9,426
17408,฿164.89,91
17409,฿7793.51,4089
17410,฿1214.72,616
17411,฿1286.53,573
17412,฿4384.98,2577
17413,฿560.14,302
17414,฿2249.52,6256
17415,฿507.84,114
17416,฿17221.47,8731
17417,฿164.18,76
17418,฿670.06,521
17419,฿6474.92,3083
17420,฿1074.53,497
17421,฿1059.41,807
17422,฿3341.65,3375
17423,฿1084.17,752
17424,-฿176.96,-1
17425,฿759.17,407
17426,฿7606.37,5090
17427,฿100.8,34
17428,฿31238.06,17391
17429,฿1342.16,1276
17430,฿735.17,515
17431,฿403.3,292
17432,฿1751.39,1016
17433,฿569.96,305
17434,฿2333.42,1685
17435,฿331.35,195
17436,฿521.31,173
17437,฿373.17,284
17438,฿1412.62,550
17439,฿325.74,370
17440,฿314.26,268
17441,฿293.35,245
17442,฿4500.7,3107
17443,฿534.24,504
17444,฿2940.04,2119
17445,-฿506.51,-1
17446,฿120.9,198
17447,฿541.53,443
17448,฿10192.73,11517
17449,฿4935.15,2528
17450,฿233579.39,81644
17451,฿1648.95,1178
17452,-฿227.28,-1
17453,฿486.72,219
17454,฿1532.64,721
17455,฿131.7,66
17456,฿1225.42,730
17457,฿5799.01,2635
17458,฿529.58,282
17459,฿657.3,537
17460,฿2007.4,909
17461,฿757.46,799
17462,฿662.94,224
17463,฿2537.91,1484
17464,฿879.74,580
17465,฿2533.64,1470
17466,฿763.28,306
17467,฿102.6,20
17468,฿194.8,184
17469,฿4958.34,2277
17470,฿2804.87,2843
17471,฿321.65,153
17472,฿935.1,558
17473,฿592.15,267
17474,฿1047,200
17475,฿194.37,178
17476,฿446.51,220
17477,฿1079,211
17478,฿1272.8,516
17479,฿389.26,266
17480,฿896.72,591
17481,฿1249.34,1060
17482,฿778.19,241
17483,฿591.73,265
17484,฿209.57,339
17485,-฿29.55,-9
17486,฿396.87,191
17487,฿160.55,37
17488,฿336.5,136
17489,฿376.64,428
17490,฿2585.06,1418
17491,฿5964.12,3629
17492,฿1122.42,450
17493,฿100.91,62
17494,฿54.7,26
17495,฿759.07,358
17496,฿1385.89,671
17497,฿287.25,59
17498,฿272.22,394
17499,฿1296.84,1077
17500,฿1138,17
17501,฿288.6,160
17502,฿689.1,376
17503,฿558.96,486
17504,฿9313.37,5309
17505,฿2435.48,1242
17506,฿294.29,136
17507,฿605.58,359
17508,฿4546.78,2880
17509,฿6100.74,3530
17510,฿514.56,422
17511,฿171885.98,117913
17512,฿5432.27,5421
17513,฿1158.8,440
17514,฿542.83,295
17515,฿1617.46,528
17516,฿957.55,527
17517,฿153.94,102
17518,฿329.42,267
17519,฿5102.8,3410
17520,฿546.81,365
17521,฿1276.81,805
17522,฿1070.71,1034
17523,฿652.74,872
17524,฿508.9,290
17525,฿1161.9,338
17526,฿3676.84,1429
17527,฿888.86,463
17528,฿3540.1,2130
17529,฿1240.25,790
17530,฿3140.56,1964
17531,฿1191.22,460
17532,฿65.34,30
17533,฿34.8,24
17534,฿1668.83,860
17535,฿164.4,136
17536,฿364.83,201
17537,฿897.62,700
17538,฿98.42,134
17539,฿1047.07,735
17540,฿1582.1,587
17541,฿124.46,46
17542,฿341.7,324
17543,฿120.05,62
17544,฿960.69,439
17545,฿1448.54,733
17546,-฿648.05,-1
17547,฿680.55,209
17548,฿345,172
17549,฿148.86,210
17550,฿2206.54,929
17551,฿306.84,150
17552,฿3039.2,2072
17553,฿3757.6,2288
17554,฿1952.45,1763
17555,฿1057.74,747
17556,฿300.67,184
17557,฿575.46,310
17558,฿259.17,54
17559,฿167.62,270
17560,฿1895.8,1604
17561,฿722.34,396
17562,฿1107.38,813
17563,฿309.28,227
17564,฿454.01,146
17565,฿131.83,67
17566,฿901.21,518
17567,฿5037.11,2948
17568,฿382.79,283
17569,฿344.14,159
17570,฿0,0
17571,฿1703.75,1020
17572,฿723.01,351
17573,฿362.9,302
17574,฿185.65,77
17575,฿171.7,72
17576,฿8885.66,4695
17577,฿348.75,179
17578,฿1003.73,471
17579,฿744.58,373
17580,฿545.27,224
17581,฿18247.47,9877
17582,฿1433.7,604
17583,฿135.95,55
17584,฿5294.42,2452
17585,฿2093.3,2539
17586,฿167.4,68
17587,฿181.66,68
17588,฿2901.65,1367
17589,฿13904.82,8736
17590,฿1479.22,828
17591,฿2765.72,1172
17592,฿0,0
17593,฿8044,5587
17594,฿2497.88,1368
17595,฿388.79,229
17596,฿4907.32,7612
17597,฿3425.29,2205
17598,฿409.98,126
17599,฿44.55,9
17600,฿161.67,144
17601,฿421.48,299
17602,฿7337.43,5914
17603,฿120.01,510
17604,฿945.93,616
17605,฿160.75,71
17606,฿87.3,42
17607,฿333.81,269
17608,฿498.53,539
17609,฿1758.99,1248
17610,฿1427.84,882
17611,฿8205.38,5283
17612,฿5156.14,3461
17613,฿4509.37,2470
17614,฿390.07,238
17615,฿725.7,380
17616,฿1060.8,416
17617,฿237.28,226
17618,฿4047.94,1815
17619,฿218.52,127
17620,฿81.44,60
17621,฿3029.32,1094
17622,฿1125.17,367
17623,฿2383.67,801
17624,฿1568.63,958
17625,฿6067.8,3551
17626,฿254,202
17627,฿285.11,673
17628,฿75.75,79
17629,฿2425.52,1895
17630,฿503.6,158
17631,฿998.49,591
17632,-฿12.7,-2
17633,฿1974.89,885
17634,฿2361.97,840
17635,฿1256.83,763
17636,฿265.93,176
17637,฿547.06,280
17638,฿842.4,432
17639,฿615.17,576
17640,฿3107.59,1671
17641,-฿6.95,-1
17642,฿1824.49,1475
17643,฿541.25,297
17644,฿5864.54,3410
17645,-฿9.9,-2
17646,฿4094.16,1409
17647,฿331.66,82
17648,฿2208.42,953
17649,฿1542.44,716
17650,฿166.08,150
17651,฿5632.59,4062
17652,฿4737.13,2479
17653,฿1175.88,1401
17654,฿117.55,41
17655,฿3585.28,1382
17656,฿1674.69,1399
17657,฿126,60
17658,฿485.88,522
17659,฿3784.13,1776
17660,฿359.47,268
17661,-฿54,-8
17662,฿412.92,184
17663,฿5081.04,2268
17664,฿1166.23,1058
17665,฿563.1,690
17666,฿2047.8,1552
17667,฿3883.8,2188
17668,฿347.75,93
17669,฿6142.35,3505
17670,฿205.7,110
17671,฿2114.71,1064
17672,฿5707.08,2740
17673,฿4216.33,3333
17674,฿851.7,1021
17675,฿37605.84,16226
17676,฿2722.52,1866
17677,฿35866.63,21746
17678,฿579.81,367
17679,฿3166.56,1414
17680,฿462.5,154
17681,฿529.6,354
17682,฿4441.78,2489
17683,฿819.01,781
17684,฿239.41,145
17685,฿5928.17,3842
17686,฿8296.81,3583
17687,฿432.68,210
17688,฿286.5,108
17689,฿317.08,300
17690,฿7438.6,3120
17691,฿769.85,361
17692,฿2962.4,2330
17693,฿187.02,229
17694,฿1695.97,1493
17695,฿1720.54,1803
17696,฿7380.89,5749
17697,฿338.95,93
17698,฿154.95,93
17699,฿442,208
17700,฿6630.87,3459
17701,฿417.95,109
17702,฿2911.79,2092
17703,฿1094.84,897
17704,฿885.19,343
17705,฿2041.5,1295
17706,฿19543.9,7852
17707,฿605.05,545
17708,฿887.93,388
17709,฿671.01,295
17710,฿293.5,158
17711,฿385.1,246
17712,฿522.91,215
17713,฿1198.09,989
17714,฿1376.58,590
17715,฿489.6,576
17716,฿15671.32,8704
17717,฿376.92,344
17718,฿386.98,238
17719,฿5367.8,2455
17720,฿2715.06,1608
17721,฿307.21,107
17722,฿4386.96,2914
17723,฿3378.4,912
17724,฿995.65,289
17725,฿3371.13,2141
17726,฿1089.56,442
17727,฿1042.55,639
17728,฿3861.13,2137
17729,฿438.65,247
17730,฿7757.35,5283
17731,฿1347.08,606
17732,฿2448.14,1145
17733,฿692.19,463
17734,฿1442.32,741
17735,฿17162.58,10872
17736,฿337.49,237
17737,฿168.24,108
17738,฿4145.36,2768
17739,฿7718.14,2327
17740,฿426.9,222
17741,฿101.1,114
17742,฿2098.48,653
17743,฿208.85,83
17744,฿2617.82,3790
17745,฿600.34,164
17746,฿873.43,659
17747,฿64.65,11
17748,฿358.15,111
17749,฿1026.18,446
17750,฿1797.57,3957
17751,฿157.86,147
17752,฿80.64,192
17753,฿388.06,126
17754,฿4509.39,4374
17755,-฿72.23,-30
17756,฿733.7,400
17757,฿9342.84,5104
17758,฿5012.53,3236
17759,฿1276.91,976
17760,฿911.68,695
17761,฿712.78,398
17762,฿129.75,129
17763,฿51.15,27
17764,฿1623.64,729
17765,฿530.8,197
17766,฿299.61,155
17767,฿413.05,198
17768,฿3504.56,2432
17769,฿6994.66,3127
17770,฿1143.27,365
17771,฿387.41,373
17772,฿384.77,122
17773,฿585.27,260
17774,฿2945.7,1605
17775,฿56.4,72
17776,฿331.81,276
17777,฿665.86,507
17778,฿197.7,214
17779,฿642.17,394
17780,฿352.91,158
17781,฿188.02,34
17782,฿679.02,538
17783,฿379.91,439
17784,฿112.86,72
17785,฿403.38,227
17786,฿278.74,200
17787,฿2601.47,1266
17788,฿1117.9,211
17789,฿397.15,199
17790,฿2783.61,1389
17791,฿106.1,46
17792,฿370.05,151
17793,฿323.04,232
17794,฿147.3,46
17795,฿350.39,341
17796,฿1361.99,379
17797,฿1985.87,1090
17798,฿183.09,142
17799,฿6216.74,3692
17800,฿1199.01,736
17801,฿795.78,835
17802,฿4915.84,2755
17803,฿184.66,98
17804,฿380.13,194
17805,฿927.03,1126
17806,฿546.04,727
17807,฿437.87,262
17808,฿262.64,143
17809,฿10498.85,3309
17810,฿344.86,118
17811,฿9448.53,5277
17812,฿1165.89,612
17813,฿1714.6,777
17814,฿1617.32,1440
17815,฿591.96,612
17816,฿112.32,96
17817,฿801.15,363
17818,฿130.18,90
17819,฿6568.72,1845
17820,฿159.51,107
17821,฿334.62,162
17822,฿2188.5,1389
17823,฿494.25,262
17824,฿298.4,408
17825,฿731.96,540
17826,฿134.59,85
17827,฿2381.3,1591
17828,฿1599.97,641
17829,฿4680.42,2937
17830,฿398.7,92
17831,฿35.4,12
17832,฿155.37,208
17833,฿342.36,145
17834,฿730.47,687
17835,฿350.64,348
17836,฿110.21,88
17837,฿1560.53,515
17838,฿6239.55,3686
17839,฿338.8,285
17840,฿185.72,138
17841,฿69516.19,37120
17842,฿430.69,89
17843,฿326.23,276
17844,฿51.56,52
17845,฿598.19,196
17846,฿2033.1,1
17847,฿129.69,29
17848,฿3638.15,1437
17849,฿1063.76,224
17850,฿55703.13,22594
17851,฿1563.34,938
17852,฿663.21,376
17853,฿1608.19,627
17854,฿1071.45,610
17855,฿417.94,394
17856,฿1393.79,826
17857,฿28566.54,21890
17858,฿12723.3,5480
17859,฿148.21,127
17860,฿1015.54,817
17861,฿5064.59,4550
17862,฿1279.09,443
17863,฿5745.2,4952
17864,฿924.32,1121
17865,฿25649.05,12827
17866,฿1131,534
17867,฿895.78,352
17868,฿234.65,91
17869,฿1036.16,560
17870,฿3103.2,1876
17871,฿1118.99,713
17872,฿235.87,176
17873,฿6229.56,3760
17874,฿658.26,209
17875,฿167.1,98
17876,฿3424.02,1958
17877,฿237.61,98
17878,฿1412.33,1038
17879,฿178.52,45
17880,฿824.92,466
17881,฿133.35,32
17882,฿313.46,134
17883,฿979.95,479
17884,฿3028.89,3075
17885,฿190.19,167
17886,฿1598.43,724
17887,฿111.35,30
17888,฿1318.9,852
17889,฿774.87,417
17890,฿602.09,416
17891,฿203.86,393
17892,฿244.1,109
17893,฿112.25,161
17894,฿2397.66,976
17895,฿98,130
17896,฿256.32,288
17897,฿2534,1031
17898,฿299.18,251
17899,฿155.8,171
17900,฿15,1
17901,฿260.08,38
17902,฿216.4,526
17903,฿381.09,142
17904,฿178.92,62
17905,฿2374.22,1371
17906,฿72.9,26
17907,฿291.76,1046
17908,฿1357.89,829
17909,฿132.55,41
17910,฿261.7,121
17911,฿366.23,223
17912,฿360.1,214
17913,฿3479.64,1745
17914,฿336.43,473
17915,฿242.13,191
17916,฿43.87,90
17917,฿341.28,187
17918,฿396.39,352
17919,฿1840.32,1452
17920,฿24509.91,12663
17921,฿2383.35,989
17922,฿170.4,49
17923,฿497,140
17924,฿3445.28,1244
17925,฿488.16,144
17926,฿1035.49,572
17927,฿294,108
17928,฿341.24,222
17929,฿3073.6,433
17930,฿4242.92,3770
17931,฿3305.96,1820
17932,฿1331.57,789
17933,฿114.69,63
17934,฿1049.15,628
17935,฿655.54,232
17936,฿389.84,262
17937,฿4301.22,1754
17938,฿144.29,53
17939,฿99.14,40
17940,฿26960.02,85574
17941,฿1433.28,1108
17942,฿77.5,38
17943,-฿165.03,-3
17944,฿75.41,85
17945,฿360.35,244
17946,฿149.58,75
17947,฿176.68,168
17948,฿358.56,144
17949,฿98895.59,54328
17950,฿1412.65,799
17951,฿1618.38,892
17952,฿819.61,504
17953,฿160.82,99
17954,฿3831.56,3210
17955,฿949.9,681
17956,฿12.75,1
17957,฿111.68,287
17958,฿973.88,284
17959,฿140.75,49
17960,฿135.08,60
17961,฿2979.09,1534
17962,฿673.02,649
17963,฿651.51,344
17964,฿733.46,496
17965,฿7117.78,4499
17966,฿1974.42,3943
17967,฿357.29,198
17968,฿888.04,525
17969,฿2251.19,986
17970,฿582.59,525
17971,฿161.94,62
17972,฿136.04,37
17973,฿337.04,176
17974,฿1858.06,1243
17975,฿6927.68,2254
17976,฿706.38,212
17977,฿1507.73,2032
17978,฿1461.76,1797
17979,฿737.81,395
17980,฿1033.42,782
17981,฿239.12,260
17982,฿138.18,117
17983,฿171.71,108
17984,฿1191.27,973
17985,฿634.95,183
17986,฿20.8,10
17987,฿928.12,879
17988,฿479.59,185
17989,฿228.83,329
17990,฿1522.57,765
17991,฿320.55,100
17992,฿254.13,131
17993,฿235.19,112
17994,฿2262.87,2169
17995,฿495.48,263
17996,฿482.33,587
17997,฿1511.3,2078
17998,฿601.74,531
17999,฿730.9,395
18000,฿124.25,109
18001,฿953.84,893
18002,฿249.92,72
18003,฿358.61,299
18004,฿169.47,78
18005,฿249.72,93
18006,฿997.86,403
18007,฿220.32,252
18008,฿19787.13,7830
18009,฿2077.08,637
18010,฿174.8,60
18011,฿527.03,198
18012,฿115.3,63
18013,฿187.29,285
18014,฿166.42,68
18015,฿120.03,157
18016,฿1960.46,1209
18017,฿688,400
18018,฿156.69,66
18019,฿38.45,7
18020,฿129.28,43
18021,฿227.06,169
18022,฿1651.79,1390
18023,-฿3248.86,-1
18024,฿236.78,148
18025,฿1177.72,1053
18026,฿2074.07,530
18027,฿115.31,78
18028,฿192.05,133
18029,฿433.77,253
18030,฿220.7,66
18031,฿462.1,300
18032,฿73.5,42
18033,฿97.97,253
18034,฿793.7,992
18035,฿1276.74,1161
18036,฿1563.64,748
18037,฿167.42,37
18038,฿149.41,85
18039,฿579.17,570
18040,฿357.2,148
18041,฿8669.65,7562
18042,฿281.15,69
18043,฿875.97,454
18044,฿3502.66,1597
18045,฿189.4,142
18046,฿189.63,44
18047,฿342.69,138
18048,฿401.73,258
18049,฿556.52,425
18050,฿412.06,250
18051,฿2275.98,1657
18052,฿10877.18,17766
18053,฿527.77,402
18054,฿176.5,96
18055,฿11163.52,3834
18056,฿539.75,331
18057,฿1203.56,978
18058,฿774.06,394
18059,฿296.71,258
18060,฿1185.46,902
18061,฿6480.47,3606
18062,฿1523.37,817
18063,฿186.6,48
18064,฿4441.18,2659
18065,฿5836.88,2258
18066,฿1440.4,535
18067,฿396.33,189
18068,฿101.7,6
18069,฿4525.71,3224
18070,฿307.75,85
18071,฿1428.63,847
18072,฿0,46
18073,฿3864.44,3098
18074,฿1509.04,551
18075,฿5579.91,3219
18076,฿151.49,164
18077,฿4338.56,3233
18078,฿844.6,431
18079,฿4242.75,8815
18080,฿1231.5,642
18081,฿343.45,195
18082,฿703.37,621
18083,฿470.73,270
18084,฿193.73,335
18085,฿1645.75,585
18086,฿101.34,106
18087,฿14411.62,7428
18088,฿167.67,109
18089,฿428.45,95
18090,฿349.4,321
18091,฿360.85,539
18092,฿16173.19,8827
18093,฿4429.61,3418
18094,฿6322.62,4128
18095,฿2303.09,1623
18096,฿1805.28,1483
18097,฿4652.17,2735
18098,฿550.84,217
18099,฿168.31,149
18100,฿451.56,440
18101,฿629.16,250
18102,฿598215.22,187110
18103,฿105.8,23
18104,฿754.64,362
18105,฿113.48,46
18106,฿1461.46,512
18107,฿167.13,66
18108,฿842.46,259
18109,฿9754.66,4862
18110,฿405.18,179
18111,฿398.9,228
18112,฿775.96,447
18113,฿152.64,144
18114,฿220.1,55
18115,฿9.7,3
18116,฿2154.3,1281
18117,฿320.72,618
18118,฿6670.07,3410
18119,฿362.24,250
18120,฿111.15,31
18121,฿673.1,450
18122,฿1826.21,1234
18123,฿684.59,629
18124,฿111.53,51
18125,฿1141.34,803
18126,฿206.83,144
18127,฿561.53,252
18128,฿420.04,221
18129,฿112.55,48
18130,฿1045.74,817
18131,฿222.96,552
18132,฿226.9,216
18133,฿715.5,0
18134,฿445,128
18135,฿1229.22,749
18136,฿1531.71,837
18137,฿145.99,59
18138,฿152.65,38
18139,฿8393.22,5461
18140,฿536.41,395
18141,฿838.57,420
18142,฿1014.9,1273
18143,฿1000.16,570
18144,฿5058,2239
18145,฿5600.09,5101
18146,฿160.35,153
18147,฿179.34,203
18148,฿114.1,64
18149,฿1624.71,918
18150,฿566.58,332
18151,฿1853.94,980
18152,฿426.69,75
18153,฿246.22,200
18154,฿932.6,626
18155,฿347.82,258
18156,฿941.17,374
18157,฿215.35,146
18158,฿451.75,353
18159,฿530.15,139
18160,฿1003.88,519
18161,฿1797.2,963
18162,฿379.16,335
18163,฿639.34,430
18164,฿394.7,183
18165,฿302.46,254
18166,฿175.5,90
18167,฿1355.51,359
18168,฿3670.12,2146
18169,฿202.65,61
18170,฿2878,1184
18171,฿2414.51,987
18172,฿17301.83,7383
18173,฿2696.36,1730
18174,฿162.5,80
18175,฿176.1,70
18176,฿448.65,279
18177,฿2189.62,1234
18178,฿6054.49,3841
18179,฿2547.55,1811
18180,฿1843.75,1721
18181,฿1184.21,521
18182,฿291.13,167
18183,฿600.52,362
18184,฿49.8,60
18185,฿304.25,183
18186,฿329.58,338
18187,฿682.19,304
18188,฿3263.19,1884
18189,฿1396.58,833
18190,฿735.67,489
18191,฿529.4,332
18192,฿957.97,339
18193,฿1155.7,919
18194,฿4084.2,1590
18195,฿101.16,60
18196,฿1464.31,1047
18197,฿221.4,162
18198,฿5083.06,3839
18199,฿342.2,98
18200,฿163.8,111
18201,฿447.53,191
18202,฿1396.99,581
18203,฿504.42,113
18204,฿1979.3,1198
18205,฿517.36,192
18206,฿314.66,246
18207,฿505.12,300
18208,฿360.08,82
18209,฿139.1,58
18210,฿2768.83,1499
18211,฿600.07,359
18212,฿546.72,167
18213,฿232.48,232
18214,฿1480.99,790
18215,฿2238.99,1142
18216,฿481.75,200
18217,฿902.8,710
18218,฿1106.3,1038
18219,฿3507.39,1649
18220,฿1771.7,1258
18221,฿1370.34,984
18222,฿443,335
18223,฿13497.58,6460
18224,฿158.95,69
18225,฿12650.91,7235
18226,฿11748.58,7830
18227,฿93.75,21
18228,฿769.2,236
18229,฿10803.71,3183
18230,฿4190.71,1977
18231,฿6848.17,2908
18232,฿582.47,299
18233,฿440,4
18234,฿179.6,80
18235,฿1796.48,1578
18236,฿1795.35,696
18237,฿987.1,622
18238,฿270.92,114
18239,฿2150.36,1052
18240,฿422.58,126
18241,฿2954.09,1465
18242,฿3605.21,2021
18243,฿515.78,221
18244,฿568.64,856
18245,฿6236.23,5078
18246,฿758.82,214
18247,฿721.43,305
18248,฿783.02,501
18249,฿95.34,128
18250,฿342.92,198
18251,฿26278.86,39639
18252,฿1465.59,931
18253,฿317.88,128
18254,฿267.9,188
18255,฿303.15,201
18256,฿60.6,110
18257,฿4496.8,2329
18258,฿2040.97,1973
18259,฿4318.2,1390
18260,฿9751.95,5211
18261,฿324.24,146
18262,฿577.54,552
18263,฿1211.08,1467
18264,฿603.25,241
18265,฿801.51,311
18266,฿251.1,138
18267,฿252.87,131
18268,฿1451.22,702
18269,฿307.5,146
18270,฿400.35,205
18271,฿680.85,319
18272,฿4347.33,2871
18273,฿357,140
18274,฿0,0
18275,฿741.85,417
18276,฿1620.67,1239
18277,฿1111.38,444
18278,฿414.2,140
18279,฿231.34,630
18280,฿472.45,192
18281,฿201.14,146
18282,฿176.6,98
18283,฿2736.65,1733
18284,฿436.68,493
18285,฿427,145
18286,฿1188.43,592
18287,฿4177.89,3011
